,tweet,calculated_sentiment
13004,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13005,loves lock accounts especially key moments,1
13006,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13007,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13008,fuck making phone spaz fuck,1
13009,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13010,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13011,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13012,mrie streaming,1
13013,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13014,price dropped apple airpods mit kabelgebundenem ladecase,1
13015,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13016,capabilities new macosbigsur iphone pro really cool learn,5
13017,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13018,god wanted humans use technology,3
13019,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13020,still concerns leaking,3
13021,feeling magsafe charger especially charging using time awkward hold,1
13022,yall dont upgrade iphone apple sent brand new phone dont even charge like wtf,1
13023,yeah get slave receive rations good behavior,5
13024,pog champ emoji kill,1
13025,disaster iphonepromax order complete disaster ended buying best buy instead,1
13026,lobbying favor slave labor oppression muslim uighurgenocide boycottapple,5
13027,think needs implement better age verification methods think app app sto,1
13028,imagine makes controller play games apple arcade,1
13029,property free slaves consid,1
13030,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13031,stop downloading every album add,1
13032,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13033,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13034,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13035,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13036,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13037,images abstraction shot edited limited edition prints available mor,3
13038,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13039,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13040,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13041,come apple steve would lobbied bill,3
13042,dont like restrictions put samsung users,1
13043,mean start life grocery store samsung quite possibly would since days,1
13044,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13045,fml never knew existed,1
13046,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13047,yall made biggest iphone still cant find place mic jack sucky company,1
13048,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13049,one mac computer never getting one pure laggiest unre,1
13050,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13051,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13052,question right airpod pro vibrating,3
13053,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13054,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13055,brand new song unreleased album kplays houston realhiphop evolsound daromeo,1
13056,computer fucking sucks,1
13057,weird,3
13058,washington state seeing record number covid cases throughout state state county health,3
13059,quiztimemorningswithamazon amazonquiz amazon fav phone dream glad,5
13060,lost one airpod pros month ago found stuck inside washing machine cycles lat,1
13061,answer pissed amp thought,1
13062,paid money samsung new phone feel like betrayed people need invent apple water rebaptise,1
13063,iphone kinda slaps able record fisheye lens fps nut vids slow motion thank,5
13064,good luck money lead nextgen chips tsmc chipwars,5
13065,new wack emojis need heart bandaid,3
13066,mean choose colors memory options latter cost money mor,1
13067,best daw one know use,1
13068,hello would great fit test airpods pro shown percentage fit tip,1
13069,pussycat loves watch videos ipad,3
13070,people found way cool commercial,1
13071,deserves response infosec security,5
13072,even better new ones cuz switched usbc making chargers,1
13073,many likes toes macbook,3
13074,maybe didnt charge ipad pro macbook would,1
13075,honestly holy fuck fucking ridiculous,1
13076,really cant believe guys sometimes phone really old model always heard people,1
13077,fly probably flew,5
13078,patent creations get fucked corporations america including limited,1
13079,wack ass iphone,1
13080,every device launched including iphone,3
13081,ios apples version covid ruining everything,1
13082,wheres limp wrist emoji,3
13083,honored shout outs mooreschool extended gamecock,5
13084,heres get,3
13085,replaced batteries like two laptops couple weeks ago alas,1
13086,lie,3
13087,siri needs next voice trust,1
13088,remember microsoft one crashed time well apple youre number ready,1
13089,preferred weather lay,1
13090,motorcycle helmet bluetooth separate volume control unilateral unwanted unnecessary,1
13091,one acting like wielding power profit propagating human misery,1
13092,damn actually right didnt know could pick choose families like,1
13093,latest rev dont think ive ever able use spotlight search notes app,1
13094,already yellow tint,5
13095,would nice give headsup like least samsung gave one amp lead,1
13096,gtfoh overpriced chinese junk,1
13097,youre rich enough afford phones youre rich enough buy chargers lol,1
13098,figure one several already,1
13099,ive spotlight search issue long time ios seems fixed,1
13100,pls ban emojis begging,1
13101,old enough remember worked together create contact tracing framework,1
13102,holy scriptures either tells allah god formless अललह_सकर_ह name allah kabir,3
13103,apple lobbying bill aimed stopping forced labor china unacceptable,1
13104,tim cook living truth,3
13105,make adjustable like others exist sure point,5
13106,happened inch mbp spring got new inch,3
13107,reason hate apple,1
13108,yall keep picking picture widget every day,1
13109,like room download,1
13110,largest force labour concentration camp million people pris,3
13111,cant make white either seems pretty obvious youd need lik,1
13112,hooiiii kyle dont evidence prove uyghur extremist involve making apple produc,3
13113,hope law enforcement self realization companies move china,3
13114,text every phone update list updated seriously,1
13115,also tip word stop auto correcting top,1
13116,change birth country birth country skill part skilled imm,5
13117,really put new phone sudden phone wants act,1
13118,ahahaha actually wasnt lmao didnt see glad page,1
13119,idiot lost airpods case aripodshow find case,1
13120,see stealing tweets,1
13121,tbh flags added,1
13122,never enough cute cats hats,1
13123,flag next pls,1
13124,dont listen jack ass jack ass full baseless bullshit adrianzzzzzz,1
13125,bruh,3
13126,saaame fucked ever since updated,1
13127,much needed horrible others look like managers shouldnt,1
13128,interesting commentary chip daily driver comp biochem,3
13129,amp discussion attn,3
13130,snowing new england join dickensholiday romantic moments make christmas special,3
13131,man spends much money calls bank said card lost transactions,1
13132,imagine tired getting notified texts fuck,1
13133,exactly take one even two please anything cowboy hat,1
13134,yall need feature face able detect face wearing mask,1
13135,tell craig federighi watch watch thanks,3
13136,sense symmetry demands purchase one smart home product,3
13137,make aux cord,3
13138,yall could gone even smaller iphone mini love tinier please,1
13139,courseit sounds like firmware corrupted makes wonder mini wou,1
13140,dont video games,1
13141,hello faceid mask edition,5
13142,listen,1
13143,heard woman please,1
13144,dear need afrocentric hairstyles animojis afro,3
13145,hardware including chip mac big sur intrigated beautifully see,5
13146,wowits like stuck boot loop completely brickedi hope,1
13147,make iphone minis cant give charging block phone,1
13148,need inch macbook pro get chip asap,3
13149,narrator apple lobbying keep uyghurs concentration camps clic,1
13150,getting new phone stop little glitches,1
13151,sad see enterprises could without conscience,3
