,tweet,calculated_sentiment,index,date,userID,airline,text,sentiment
9361,hot take think want win back passengers retrofit,-1,16148,11/21/2020 5:25,1.33e+18,Southwest,Hot take: I think if @Boeing @SouthwestAir  @Delta @AmericanAir want to win back passengers they should retrofit th… https://t.co/L8up60ckdR,0
9362,direct fll rdu flight tomorrow,0,16149,11/21/2020 5:23,1.33e+18,Southwest,Direct FLL to RDU flight tomorrow @SouthwestAir 👏🏽👏🏽👏🏽🙌🏽🙌🏽,0
9363,kicks kid spectrum policy insanity stop corp,0,16150,11/21/2020 5:19,1.33e+18,Southwest,@SouthwestAir kicks off a kid on the spectrum because of their policy. When will this insanity stop. THIS is a corp… https://t.co/Baxb3EKmrP,0
9364,also said singing mic keep mask,-1,16151,11/21/2020 5:17,1.33e+18,Southwest,@racerbluegold @Patriot_Lawyer @SouthwestAir Oh. She also said as she was singing into the mic “keep your mask over… https://t.co/Mj8YiZHDOC,0
9365,walked one point putting food mouth,-1,16152,11/21/2020 5:16,1.33e+18,Southwest,@racerbluegold @Patriot_Lawyer @SouthwestAir She walked by me at one point and I was putting food IN my mouth and s… https://t.co/DpHiWlSfxF,0
9366,really hope mention something first beginning great als,-1,16153,11/21/2020 5:14,1.33e+18,Southwest,@RyanOnTheRight @SouthwestAir I really hope they mention something. The first FA in the beginning was great. He als… https://t.co/oFjLV51OKn,0
9367,happened like times past months know youre community manager,-1,16154,11/21/2020 5:12,1.33e+18,Southwest,@SouthwestAir It had happened like 5 times in the past 3 months. I know you’re just a community manager and have no… https://t.co/DqHPX3Hd6U,0
9368,yes agree,-1,16155,11/21/2020 5:12,1.33e+18,Southwest,@thejoshfair @SouthwestAir Yes I agree.,0
9369,shes masknazi,0,16156,11/21/2020 5:11,1.33e+18,Southwest,@katiesaysNOPE @Patriot_Lawyer @SouthwestAir She’s a MaskNazi!,0
9370,hope handled appropriately may misunderstood reply,-1,16158,11/21/2020 5:10,1.33e+18,Southwest,@katiesaysNOPE @SouthwestAir I hope that this is handled appropriately. I may have misunderstood his reply.,0
9371,thats thinking,-1,16159,11/21/2020 5:10,1.33e+18,Southwest,@racerbluegold @RyanOnTheRight @SouthwestAir That’s what I was thinking.,0
9372,well touching mouth put food goin,1,16160,11/21/2020 5:10,1.33e+18,Southwest,@racerbluegold @Patriot_Lawyer @SouthwestAir Well you are touching your mouth when you put food in it. She was goin… https://t.co/9Yz8dZYcv2,0
9373,close edge disaster death passengers anyone allowed,-1,16161,11/21/2020 5:09,1.33e+18,Southwest,"@katiesaysNOPE @SouthwestAir If so close to being on edge of disaster and death, why are passengers anyone allowed… https://t.co/CsFyfwauaR",0
9374,think said policy claiming fullon newsom,-1,16162,11/21/2020 5:08,1.33e+18,Southwest,@RyanOnTheRight @SouthwestAir No I think he said the policy is not what the FA was claiming. She was full-on Newsom… https://t.co/56qJj3JGoj,0
9375,suck,-1,16165,11/21/2020 5:00,1.33e+18,Southwest,@SouthwestAir u suck &lt;3,0
9376,mention inevitably touching mouth eyes,1,16167,11/21/2020 4:58,1.33e+18,Southwest,@katiesaysNOPE @Patriot_Lawyer @SouthwestAir Not to mention inevitably touching your mouth or eyes...,0
9377,arent supposed handling masks frequently anyway according,-1,16173,11/21/2020 4:53,1.33e+18,Southwest,@Patriot_Lawyer @SouthwestAir We aren’t supposed to be handling our masks that frequently anyway according to all m… https://t.co/2MWRFw5Gd8,0
9378,september canceled flights without telling called lady talking,-1,16174,11/21/2020 4:53,1.33e+18,Southwest,"In September, @SouthwestAir canceled our flights, without telling us. So we called and the lady we were talking to… https://t.co/xVFHfUVPnq",0
9379,sounds familiar,1,16175,11/21/2020 4:45,1.33e+18,Southwest,@katiesaysNOPE @SouthwestAir Sounds familiar... https://t.co/nMwqcLfg8a,0
9380,flight today beginning flight said remove masks eat throug,-1,16179,11/21/2020 4:41,1.33e+18,Southwest,So I was on a @SouthwestAir flight today. At the beginning of the flight a FA said remove masks only to eat. Throug… https://t.co/nNQMFHVSSV,0
9381,looking good apollo airline hand free milk bones,-1,16180,11/21/2020 4:40,1.33e+18,Southwest,"@DPDK9Apollo @SouthwestAir @DallasLoveField Looking good, Apollo! So, does this airline hand out free Milk Bones to… https://t.co/q3olQ9QlnW",0
9382,maybe check availability cemeteries weve got daily,0,16181,11/21/2020 4:37,1.33e+18,Southwest,@siushi @SouthwestAir @PHXSkyHarbor Maybe we should check the availability in cemeteries now that we’ve got daily t… https://t.co/SbfrsklEnB,0
9383,coronavirus flies free thank love country,1,16182,11/21/2020 4:30,1.33e+18,Southwest,#coronavirus flies for free 🦠✨ thank you @SouthwestAir @PHXSkyHarbor! i love this country 🤩🤪 https://t.co/1MobGdDAdp,0
9384,boeing making way aviation,1,16185,11/21/2020 4:13,1.33e+18,Southwest,Boeing 737 @SouthwestAir making its way to @HobbyAirport #aviation https://t.co/oZIzyT7TYo,0
9385,minutes time well done grayson hope well sofie,-1,16187,11/21/2020 3:39,1.33e+18,Southwest,@sofiewacht @SouthwestAir And in 25 minutes time. Well done Grayson. Hope all is well with you Sofie!,0
9386,phenomenal social media team,1,16188,11/21/2020 3:37,1.33e+18,Southwest,@thejohnalley @SouthwestAir Phenomenal social media team 👏🏼,0
9387,response,-1,16189,11/21/2020 3:36,1.33e+18,Southwest,@sofiewacht @SouthwestAir What a response 👏🏼👏🏼,0
9388,hey return flight january got changed include stop bought nonstop,0,16190,11/21/2020 3:24,1.33e+18,Southwest,Oh hey @SouthwestAir so my return flight in January got changed to include a stop (bought as a nonstop) but if I re… https://t.co/0hwki7Ggl3,0
9389,good luck,-1,16191,11/21/2020 3:20,1.33e+18,Southwest,@CoopThompson37 @texasspursfc @SouthwestAir @RockwallSoccer @CoachTBowles Good luck,0
9390,southwestairlines dont enough money keeping customers safe yet enough,-1,16193,11/21/2020 3:05,1.33e+18,Southwest,"@SouthwestAir #southwestairlines You don't have enough money for keeping your customers safe, yet you have enough t… https://t.co/3B0cDmMDzD",0
9391,awesome thank,1,16194,11/21/2020 3:04,1.33e+18,Southwest,@fly_SAV @SouthwestAir @BWI_Airport @flynashville @HobbyAirport @DallasLoveField Awesome! Thank you! 😃,0
9392,hey mom wants know,0,16195,11/21/2020 2:50,1.33e+18,Southwest,Hey @SouthwestAir my mom wants to know... https://t.co/9bcfcWVLU2,0
9393,got ta fly,-1,16196,11/21/2020 2:43,1.33e+18,Southwest,@GiovanniSTriana @AmericanAir Gotta fly @SouthwestAir,0
9394,brothers way showcasekc tournament thank,-1,16197,11/21/2020 2:42,1.33e+18,Southwest,Me and my @texasspursfc 02 brothers on our way to the #ShowcaseKC ⚽️ tournament. Thank you @SouthwestAir for the ex… https://t.co/6M6uqBBPJT,0
9395,,-1,16198,11/21/2020 2:24,1.33e+18,Southwest,@tjowens @MrPeanut @koolaid @sunnydelight @SouthwestAir @OceanSprayInc @steak_umm @ChipotleTweets @amazon… https://t.co/SbZM4UAsUA,0
9396,loyal always treated well,1,16200,11/21/2020 2:22,1.33e+18,Southwest,@madisongesiotto I'm loyal to @SouthwestAir - they have always treated me well!,0
9397,like top nation states probably like,-1,16201,11/21/2020 2:21,1.33e+18,Southwest,"Like by 2045, the top Nation States are probably like @MrPeanut @koolaid @sunnydelight @SouthwestAir @OceanSprayInc… https://t.co/dkCIliBgd5",0
9398,shorter flights scheduled avoid vulnerable phase increas,-1,16202,11/21/2020 2:21,1.33e+18,Southwest,@golferlouie @SouthwestAir Shorter flights can be scheduled to avoid that. We’re in a vulnerable phase with increas… https://t.co/8tMl6TI5m7,0
9399,southwest anti fish,1,16204,11/21/2020 2:18,1.33e+18,Southwest,@universa1yums @SouthwestAir SOUTHWEST IS ANTI FISH,0
9400,successfully flew myers bwi weeks ago masks eat lunch,1,16206,11/21/2020 2:15,1.33e+18,Southwest,@ADH6626 @SouthwestAir We successfully flew from Ft Myers to BWI a few weeks ago and had our masks off to eat lunch… https://t.co/FlKVGQL4jS,0
9401,pass,-1,16207,11/21/2020 2:13,1.33e+18,Southwest,@SouthwestAir Pass...,0
9402,empty middle seat awesome one takes mask eat drink,-1,16208,11/21/2020 2:11,1.33e+18,Southwest,@golferlouie @SouthwestAir The empty middle seat is awesome until one of you takes your mask off to eat or drink. T… https://t.co/0GsLwcxANp,0
9403,need help customer service ive called twice told two different things,-1,16209,11/21/2020 1:52,1.33e+18,Southwest,@SouthwestAir I need help with customer service. I’ve called twice and being told two different things,0
9404,ive flown couple times since pandemic empty middle seat makes work needs standard,-1,16211,11/21/2020 1:50,1.33e+18,Southwest,@ADH6626 I’ve flown @southwestair a couple times since the pandemic. The empty middle seat makes it work.  That needs to be the standard.,0
9405,love buddy,0,16212,11/21/2020 1:42,1.33e+18,Southwest,@izzy_chavezz @SouthwestAir Love this for you buddy 😂❤️,0
9406,fly wall legendary meeting charge people wifi doesnt work idea pitched,-1,16213,11/21/2020 1:39,1.33e+18,Southwest,To be a fly on the wall at the legendary @SouthwestAir meeting when the “charge people $8 for WiFi that doesn’t work” idea was pitched...,0
9407,filled car couple cases moved whenever,-1,16214,11/21/2020 1:35,1.33e+18,Southwest,@soundslikepuget @PortCityBrew @SouthwestAir I filled my car up with a couple cases when I moved and whenever I go… https://t.co/2xgwigZO1i,0
9408,pro tip bring beer free checked bags used,-1,16215,11/21/2020 1:34,1.33e+18,Southwest,@picturesofdives @PortCityBrew Pro Tip: you can bring beer in your 2 free checked bags on @SouthwestAir. I used to… https://t.co/ijfGFbkps1,0
9409,pmroutine set mass lets see,0,16217,11/21/2020 1:26,1.33e+18,Southwest,"#9PMRoutine  ALL SET IN MASS @PascoSheriff  LETS SEE IF @ChadLindberg  @RexChapman  @verified 
@MoeSargi… https://t.co/ElsIycIvNm",0
9410,sounds like youre living paycheck paycheck hundreds dollars broke bank,-1,16218,11/21/2020 1:19,1.33e+18,Southwest,@rodneygiles @SouthwestAir Sounds like you’re living paycheck to paycheck.  Few hundreds dollars broke the bank.,0
9411,wife flown lot tony kenneh bwi treated poorly even pilot shocked,-1,16219,11/21/2020 1:14,1.33e+18,Southwest,.@SouthwestAir - My wife and I have flown A LOT and Tony Kenneh at BWI treated her so poorly that even the pilot was shocked.,0
9412,agreed delta reason felt vacation right,-1,16220,11/21/2020 1:07,1.33e+18,Southwest,@PaigeCoop @Delta @SouthwestAir @AmericanAir Agreed on Delta.  They are the only reason I felt ok about vacation right now.,0
9413,bna dtw thank freebies way fly,1,16221,11/21/2020 1:05,1.33e+18,Southwest,"✈️ BNA ➡️ DTW ✈️
Thank you @SouthwestAir for the freebies!  ✈️Only way we fly✈️ https://t.co/MasvC31NMz",0
9414,excited never ever fly capitalists bye,-1,16222,11/21/2020 1:00,1.33e+18,Southwest,Im so excited to never ever fly with @SouthwestAir again! Capitalists!!!! Bye,0
9415,hometown bound thanks lift,1,16223,11/21/2020 0:54,1.33e+18,Southwest,Hometown bound!! 🙌🙌 Thanks @SouthwestAir for the lift!! https://t.co/3vOEElYvWq,0
9416,shame,-1,16225,11/21/2020 0:46,1.33e+18,Southwest,@SouthwestAir shame on you.,0
9417,thank putting health safety passengers ahead family thinks,-1,16226,11/21/2020 0:41,1.33e+18,Southwest,@SouthwestAir THANK YOU for putting the health and safety of your other passengers ahead of a family who thinks the… https://t.co/WvWRvik3k5,0
9418,thank putting health safety first appreciate allowing people,1,16227,11/21/2020 0:38,1.33e+18,Southwest,@SouthwestAir @KiddsKids Thank you for putting health and safety first!  I appreciate you not allowing people on pl… https://t.co/Y6Y06xuoTe,0
9419,landed midway great home thanks crew flight,1,16228,11/21/2020 0:35,1.33e+18,Southwest,Just landed at Midway. Great to be home. Thanks to the crew on flight #1441! @SouthwestAir https://t.co/d6mAEKfhFM,0
9420,lawsuit coming thanks facebook rep rocky discriminating pregnant woman,0,16231,11/21/2020 0:19,1.33e+18,Southwest,"@SouthwestAir you have a lawsuit coming thanks to your Facebook rep, Rocky, discriminating against a pregnant woman… https://t.co/0X3pOHUbEH",0
9421,seriously love southwest esp free bags lol,1,16233,11/21/2020 0:11,1.33e+18,Southwest,"@JillDeLosReyes @SouthwestAir Seriously, I love southwest esp for this. Oh and the 2 free bags lol",0
9422,get extra trail mix flight honeymoon,-1,16236,11/21/2020 0:07,1.33e+18,Southwest,@SouthwestAir Only if I get extra trail mix on our flight to our honeymoon (:,0
9423,thank letting people choose seats planes future wife sat,-1,16237,11/21/2020 0:02,1.33e+18,Southwest,"Thank you @SouthwestAir for letting people choose their seats on planes, my future wife just sat with me ❤️",0
9424,careful rebook flight cancelled covid try,-1,16238,11/21/2020 0:00,1.33e+18,Southwest,Be very careful if you have to rebook a flight you cancelled because of Covid-19 with @SouthwestAir they will try t… https://t.co/ha1LQC9gaK,0
9425,read book magazine like normal person,-1,16240,11/17/2020 0:23,1.33e+18,Southwest,@tinyyjess @SouthwestAir Read a book or magazine like a normal person,0
9426,heather looking see flight delayed due flights canceled,-1,16242,11/17/2020 0:21,1.33e+18,Southwest,@SouthwestAir Hi Heather. I'm looking to see about our flight $$ that was delayed due to our flights being canceled… https://t.co/QSyFyql4vc,0
9427,facts thanks,1,16243,11/17/2020 0:16,1.33e+18,Southwest,"@SouthwestAir Facts, thanks.",0
9428,whomever made puchasing decision needs raise,-1,16244,11/17/2020 0:16,1.33e+18,Southwest,Whomever made this @browniebrittle puchasing decision for @SouthwestAir needs a raise! https://t.co/JO4n7YHmbS,0
9429,lying saying departure would time departure delayed boarding nearly complete,-1,16245,11/17/2020 0:16,1.33e+18,Southwest,@SouthwestAir All after lying saying that departure would be on time. Departure is now delayed and boarding is not nearly complete.,0
9430,gate agent marvin flight bwiaus needs fired immediately incredibly unprofess,-1,16246,11/17/2020 0:15,1.33e+18,Southwest,@SouthwestAir your gate agent Marvin on flight 280 from BWI-AUS needs to be fired immediately. Incredibly unprofess… https://t.co/ZuEXsI11ke,0
9431,ended getting flight due someone passing away covid customer service,-1,16247,11/17/2020 0:11,1.33e+18,Southwest,I ended up not getting on my @SouthwestAir flight due to someone passing away from COVID and now customer service w… https://t.co/X40Cr8WS4Q,0
9432,course cant get rep line,-1,16250,11/17/2020 0:09,1.33e+18,Southwest,@SouthwestAir And now of course I can’t get a rep on the line!,0
9433,thanks appreciate answering steve certain dogs probably wear,1,16251,11/17/2020 0:08,1.33e+18,Southwest,"@SouthwestAir Thanks.... Appreciate you answering, Steve. Certain dogs; if not all; probably should wear some to pr… https://t.co/L1bc3e3Mhr",0
9434,talking waiting min got disconnected able help,-1,16252,11/17/2020 0:04,1.33e+18,Southwest,@SouthwestAir I was talking to them after waiting for 1hr 15min but got disconnected before they were able to help! 🤦🏾‍♀️,0
9435,,-1,16253,11/17/2020 0:01,1.33e+18,Southwest,@bbb_us @usrestnews @WeRRestaurants @nfib @nfib_oh @nfib_pa @USAirlineNews @walmart @SouthwestAir @AirlinesDotOrg… https://t.co/Fkz5laAVvm,0
9436,use delta current upsurge curtails wrong time open,0,16254,11/16/2020 23:58,1.33e+18,Southwest,@SouthwestAir We will just have to use Delta until the current upsurge curtails.   Just the wrong time to open up m… https://t.co/AgMTa8mqcf,0
9437,cant covid risk nice,-1,16257,11/16/2020 23:54,1.33e+18,Southwest,"@SouthwestAir So if we can’t go because of covid risk, we’re just out $1000. Nice",0
